	BALF1	BALF2	BALF16	BALF19	BALF25	BALF28	BALF33	BALF39	BALF42	BALF44	BALF45	BALF54	BALF56	BALF59	BALF60	BALF63	BALF65	BALF67	BALF72	BALF76	BALF77	BALF78	BALF81	BALF85	BALF88	BALF95	BALF96	BALF97	BALF105	BALF106	BALF108	BALF109	BALF112	BALF113	BALF114	BALF115	BALF116	BALF120	BALF121	BALF123	BALF126	BALF127	BALF128	BALF133	BALF136	BALF138	BALF143	BALF148	BALF150	BALF153	BALF155	BALF161	BALF162	BALF163	BALF165	BALF166	BALF169	BALF181	BALF182	BALF194	BALF198	BALF203	BALF204	BALF206	BALF208	BALF214	BALF217	BALF218	BALF221	BALF222	BALF225	BALF228	BALF231	BALF237	BALF238	BALF247	BALF248	BALF253	BALF254	BALF255	BALF256	BALF177	BALF259	BALF263	BALF265	BALF267	BALF270	BALF283
K03217: YidC_Oxa1_family_membrane_protein_insertase	780.685	0	86.2323	73.595	1125.22	255.994	692.657	541.277	863.341	532.765	742.964	0	72.0215	74.0785	141.19	828.378	326.928	205.144	950.077	0	0	0	400.8726	708.717	0	771.023	952.469	0	504.87	0	189.036	742.837	0	345.286	645.392	0	775.117	670.57	133.537	0	0	0	707.111	191.227	113.422	0	184.27	996.151	517.597	0	0	0	0	0	0	0	126.528	869.745	0	0	584.284	1119.71	339.829	640.257	0	734.925	0	0	129.607	479.099	0	0	610.007	1094.48	346.546	845.45	1062.02	766.166	0	1025.96	0	299.039	0	0	827.339	871.888	0	466.182
K00760: hypoxanthine_phosphoribosyltransferase	519.598	0	87.4568	0	1024.43	0	789.614	464.491	1092.04	1080.95	982.253	0	0	88.6909	88.894	803.832	181.335	0	851.603	533.646	0	0	185.219	1073.08	0	410.895	341.963	686.918	0	0	0	875.486	0	255.345	638.061	0	0	542.493	212.762	0	0	0	1020.73	0	215.685	0	280.665	856.465	474.069	0	0	174.838	0	0	0	113.965	0	716.198	0	194.766	709.979	1105.99	422.532	914.893	0	478.941	0	0	230.962	684.42	0	0	477.648	1012.77	283.887	990.852	915.604	370.792	0	835.33	117.322	682.39	0	0	1100.63	815.921	0	552.418
K02821: ascorbate_PTS_system_EIIA_or_EIIAB_component	0	1294.1	276.899	97.7841	657.664	174.327	1327.97	577.598	1163.95	940.231	709.307	0	0	0	0	515.636	83.0524	156.337	763.224	0	0	0	0	758.681	0	494.513	195.777	0	663.475	0	0	1038.26	0	292.374	472.259	0	661.589	438.468	71.6406	0	0	0	584.438	0	246.963	682.074	242.276	1045.53	394.775	0	0	300.289	0	0	0	0	0	778.979	0	0	593.708	972.422	274.042	523.783	0	649.545	0	0	79.0172	731.882	0	0	871.058	1093.17	609.479	1134.6	1125.15	1516.58	0	835.308	134.335	520.898	0	184.203	677.213	908.019	0	754.111
K03462: nicotinamide_phosphoribosyltransferase	1196.47	1013.96	128.019	0	894.86	143.419	810.677	712.767	945.556	750.057	757.574	0	0	0	0	537.338	421.352	300.129	852.919	0	0	0	0	800.871	0	580.58	581.611	0	0	0	193.143	991.913	216.553	320.715	270.24	662.215	673.861	750.779	0	0	0	0	664.579	0	0	299.276	155.027	759.974	499.622	0	99.9265	0	0	0	0	0	0	733.14	186.59	0	674.467	1054.93	341.166	652.255	0	578.906	0	0	0	787.375	0	0	704.917	1035.55	534.746	1024.89	1117.5	823.477	0	953.72	0	0	0	0	787.169	872.998	0	537.662
K02003: putative_ABC_transport_system_ATP_binding_protein	1891.98	685.903	131.784	0	1188.57	0	591.461	644.7	814.033	961.669	977.469	0	0	0	0	450.944	550.014	0	924.989	0	0	0	24.3397	758.577	0	588.469	552.8849	0	645.12	0	0	816.674	0	588.395	653.62	0	225.423	629.444	0	77.0908	0	0	559.672	0	156.92	0	319.956	1012.12	640.788	0	0	0	0	0	0	0	0	773.599	0	0	582.98	972.816	474.618	604.87	0	558.59	220.402	0	0	700.843	0	0	752.764	966.188	656.836	980.77	973.65	923.365	0	967.495	373.805	345.083	0	0	834.862	767.3014	0	653.568
K03763: DNA_polymerase_III_subunit_alpha_Gram_positive_type	815.598	351.088	100.699	0	840.01	289.488	1036.37	525.473	965.765	629.052	752.099	0	0	0	0	758.84	453.343	160.818	953.04	0	0	0	22.8095	693.635	0	769.345	606.612	0	0	0	0	1030.43	0	259.107	341.363	0	246.534	569.497	0	56.471	0	0	697.193	0	214.842	377.656	357.73	943.031	378.653	0	0	0	0	0	0	0	0	776.361	0	0	704.518	958.766	284.288	757.175	0	588.498	0	0	159.442	565.706	0	0	519.274	1034.4	630.144	1047.03	1068.26	878.402	0	976.203	0	391.577	0	0	790.794	725.445	0	643.071
K01810: glucose_6_phosphate_isomerase	687.379	0	88.8809	108.973	658.406	176.537	1275.24	596.212	998.049	605.587	738.313	0	0	96.2909	108.057	685.094	252.294	0	834.155	0	0	0	0	577.232	0	649.872	830.788	0	0	0	0	1109.78	0	270.702	496.617	288.277	820.377	909.176	50.7627	0	0	0	546.307	0	228.681	394.696	232.334	878.667	499.502	0	0	0	0	0	0	0	0	725.997	0	0	539.876	943.991	279.964	605.866	0	657.617	0	0	0	456.098	0	0	981.072	870.853	599.559	866.822	871.555	955.948	0	717.523	0	414.465	197.056	0	736.188	638.534	0	558.023
K04077: chaperonin_GroEL	928.442	453.86	104.385	18.0297	964.692	330.728	1172.2	542.725	879.03	600.976	554.09	0	0	115.937	193.355	471.045	305.86	0	846.622	0	0	0	45.3736	727.271	0	653.331	691.255	0	0	0	0	792.966	0	234.925	852.523	0	379.708	521.21	0	0	0	0	451.531	0	198.069	0	414.576	1132.27	307.69	0	0	0	0	0	0	0	0	936.35	0	0	605.767	938.13	293.098	627.029	0	623.348	0	0	0	339.272	0	0	646.967	1065.39	598.052	1100.59	792.322	880.087	0	985.008	179.4	290.656	0	0	583.372	727.239	0	628.236
K02338: DNA_polymerase_III_subunit_beta	0	0	58.4559	0	743.068	435.38	743.86	357.201	701.005	597.026	921.171	0	0	42.8016	0	497.724	553.002	156.18	1016.23	0	0	0	42.7361	729.285	0	800.299	695.158	0	589.755	0	191.53	993.436	0	0	698.105	331.779	440.616	644.021	45.9013	0	352.167	0	777.789	0	180.924	590.536	215.14	922.147	507.372	0	0	0	0	0	0	0	102.75	739.436	0	0	780.358	929.744	597.209	665.915	462.351	594.067	0	0	0	562.382	0	0	817.204	1002.06	378.85	1073.54	1039.95	797.908	0	648.673	134.2	0	0	0	1041.85	902.18	0	525.813
K02111: F_type_H_Na_transporting_ATPase_subunit_alpha	0	564.986	134.052	114.345	877.809	368.836	936.391	552.177	837.417	762.589	466.893	0	0	114.61	91.4891	605.637	312.227	403.685	774.797	0	0	0	53.7662	521.665	0	620.55	529.025	0	0	0	0	939.407	0	357.401	376.876	334.488	399.934	634.787	0	0	0	0	686.821	0	162.56	0	208.823	937.96	255.167	0	0	0	0	0	0	0	0	923.697	0	0	591.454	941.014	552.429	559.699	0	434.788	0	0	148.606	794.08	0	0	526.831	1105.91	563.566	979.811	1046.11	947.798	0	923.08	221.062	275.525	0	0	1135.94	744.591	0	535.181
K20074: PPM_family_protein_phosphatase	416.118	0	76.7304	0	1096.67	274.338	1455.06	497.731	806.562	829.57	297.662	0	0	0	0	649.163	369.354	410.045	781.693	0	0	0	0	427.433	0	712.927	922.752	0	812.715	0	201.519	790.636	236.704	396.405	452.719	0	446.202	613.345	0	0	0	0	707.406	0	0	572.466	169.452	804.676	362.44	0	0	0	0	0	0	0	0	798.548	0	0	519.04	755.784	145.021	649.428	0	459.041	0	0	0	826.903	0	0	229.513	917.751	426.281	883.385	831.899	795.519	0	842.108	0	546.489	0	0	869.71	704.069	0	530.621
K01874: methionyl_tRNA_synthetase	802.823	528.311	100.984	0	894.926	0	1078.34	569.681	824.166	722.675	590.103	0	0	39.9382	231.872	663.03	217.347	279.214	940.273	0	0	0	46.0362	829.319	0	1070.31	628.732	0	0	0	0	778.745	0	320.265	381.443	0	472.632	652.489	37.8685	0	0	0	438.72	0	152.904	0	307.669	768.006	411.224	0	0	0	0	0	0	0	0	929.654	0	0	672.893	986.39	411.435	759.164	0	471.472	0	0	103.49	429.004	0	0	924.131	1008.42	570.864	966.615	848.185	628.291	0	987.293	255.914	527.175	0	0	667.301	820.73	0	466.721
K01854: UDP_galactopyranose_mutase	320.52	0	151.298	0	698.458	0	605.006	493.167	1004.87	884.245	846.507	0	193.97	0	0	615.791	442.96	0	880.002	0	0	0	0	907.626	0	893.979	917.141	0	0	0	0	801.854	0	283.486	1275.54	460.084	213.854	377.95	0	0	0	0	682.31	0	0	308.622	261.046	884.784	430.492	0	0	0	0	0	0	0	174.544	810.078	219.972	0	676.04	869.106	0	923.503	0	713.644	0	0	89.3959	454.952	0	0	530.34	918.027	617.27	945.104	868.635	754.305	266.163	821.434	238.826	0	0	0	611.421	696.495	0	582.709
K02343: DNA_polymerase_III_subunit_gamma_tau	551.948	516.119	137.824	0	803.343	0	716.082	445.958	881.614	484.769	829.213	0	0	0	96.5258	494.584	716.947	0	914.308	0	0	0	0	931.555	0	829.816	557.654	0	0	0	0	806.725	0	193.58	279.727	248.353	280.35	796.51	0	0	0	0	517.713	0	129.27	238.025	479.103	844.226	309.963	0	0	0	0	0	0	0	0	796.62	0	0	764.4	1006.87	180.888	614.812	0	339.884	290.229	0	75.8306	373.286	0	0	696.631	924.832	800.74	941.819	1022.95	783.18	0	1042.44	187.34	636.226	178.254	0	867.889	859.193	0	573.903
K03703: excinuclease_ABC_subunit_C	732.982	0	93.1131	0	815.043	411.637	966.77	474.233	911.352	754.807	626.267	0	0	61.487	0	656.29	332.539	224.671	792.693	0	0	0	0	524.619	0	439.865	616.219	0	545.486	0	131.479	884.408	0	300.166	430.5	292.262	425.751	757.338	53.8252	0	0	0	470.819	0	141.988	0	297.787	996.463	567.17	0	0	0	0	0	0	0	0	743.384	0	0	695.786	917.054	297.844	771.996	0	446.812	0	0	0	473.963	0	0	539.05	952.24	425.358	890.092	800.853	896.048	0	829.731	0	427.835	0	0	747.911	666.064	0	558.444
K03470: ribonuclease_HII	0	0	146.457	72.5638	774.322	205.346	889.027	218.605	935.726	776.691	459.535	0	0	118.235	104.142	971.819	269.034	361.832	843.511	0	0	0	0	677.306	0	937.701	1036.13	0	0	0	226.261	554.963	199.324	0	363.155	417.101	166.995	685.024	48.3091	0	0	0	344.215	0	0	0	0	1215.77	406.892	0	0	0	0	0	0	157.469	0	823.894	0	0	949.088	932.967	325.652	841.341	0	707.738	0	232.442	232.693	397.897	0	0	1385.04	1076	549.506	899.986	1007.5	925.064	0	999.268	474.715	1073.64	0	0	893.964	817.35	0	670.502
K03438: 16S_rRNA_cytosine1402_N4_methyltransferase	590.614	0	133.4029	0	808.057	333.754	817.57	315.95	826.541	508.152	543.194	0	77.8882	0	113.605	767.378	388.681	166.284	695.731	0	0	0	90.4458	525.982	0	711.702	636.323	0	845.432	0	0	829.665	335.964	174.147	1101.79	666.117	361.946	435.077	0	0	0	0	437.198	0	0	403.224	0	811.952	188.952	0	0	0	0	0	0	0	0	899.381	0	0	852.764	807.363	470.442	607.755	0	704.245	0	0	0	263.475	0	0	534.228	864.61	484.032	903.179	621.886	1006.52	175.161	820.8523	0	775.656	193.172	0	555.752	832.868	0	592.004
K16509: regulatory_protein_spx	908.548	0	64.6268	0	726.483	0	1106.45	800.24	884.856	587.297	487.434	0	0	0	0	413.401	331.647	0	1081.77	0	0	0	312.414	766.333	0	419.318	632.896	0	2020.77	0	0	718.76	0	267.892	0	489.058	324.744	752.996	272.901	0	0	0	411.922	333.902	0	0	276.535	1144.29	560.489	0	0	0	0	0	0	0	0	940.24	0	0	870.375	1032.41	0	1199.81	0	557.957	0	0	206.756	322.402	152.334	0	563.757	968.212	604.98	1107.97	786.529	729.533	0	705.977	0	0	260.014	0	855.869	797.944	0	543.338
K04567: lysyl_tRNA_synthetase_class_II	795.028	370.547	91.4571	25.4332	788.566	0	710.018	351.473	942.154	748.685	728.308	0	0	59.4894	221.494	542.638	270.533	293.828	826.804	0	0	0	23.1591	718.018	0	503.874	833.837	0	721.121	0	0	968.134	169.599	351.363	338.856	0	189.455	796.357	39.7506	0	0	0	641.92	0	0	0	0	835.572	395.653	0	0	0	0	0	139.399	0	0	613.375	0	0	446.099	773.894	380.983	560.757	0	601.937	0	0	354.263	324.242	0	0	465.933	866.582	519.233	1019.84	751.705	706.659	0	936.15	168.3	881.012	0	0	772.371	818.392	0	609.968
K03218: 23S_rRNA_guanosine2251_2_O_methyltransferase	0	316.512	98.1311	0	683.82	297.125	1126	565.079	701.036	948.687	1047.91	0	0	69.914	156.566	353.224	450.232	0	773.793	0	0	0	83.8629	670.927	0	596.612	595.881	0	379.019	0	292.318	790.012	0	200.226	492.638	0	323.625	1042.51	39.4177	0	0	0	410.369	0	281.878	0	0	891.2	393.976	0	0	0	0	0	0	0	0	714.888	0	0	481.253	754.753	631.092	489.185	0	407.758	0	0	232.7425	352.245	0	0	343.33	832.616	765.171	898.81	784.826	379.887	469.915	889.237	0	0	0	0	639.665	770.971	0	776.1
K02777: sugar_PTS_system_EIIA_component	515.518	411.052	103.158	0	910.06	193.948	889.209	382.935	993.773	618.762	561.689	0	0	17.3299	296.229	523.32	369.91	212.831	750.843	0	0	0	111.0935	612.032	0	604.908	553.149	0	0	0	0	763.054	0	354.604	655.891	0	374.375	565.273	119.941	0	0	0	456.022	0	195.633	0	0	942.058	293.2	0	0	0	0	0	0	0	0	753.359	0	0	654.337	821.088	290.87	500.756	0	558.658	0	0	161.032	257.849	0	0	731.004	912.465	532.646	882.325	877.288	799.392	0	799.824	133.029	386.875	0	0	800.491	609.671	0	493.16
K02042: phosphonate_transport_system_permease_protein	575.278	620.192	68.6974	35.6359	808.972	291.603	1107.17	332.175	821.511	840.832	491.496	98.9651	0	54.6491	0	645.784	278.618	0	832.251	0	0	0	0	590.586	0	765.77	751.328	0	742.672	0	171.836	759.219	0	470.499	466.972	286.496	465.014	644.889	0	0	0	0	582.365	0	0	0	180.616	819.207	408.198	0	0	0	0	0	0	0	0	873.749	0	0	675.913	920.783	262.767	659.907	0	370.284	0	0	0	566.261	0	0	648.287	817.294	481.625	860.091	894.48	705.483	0	747.039	0	407.744	0	0	699.688	712.8339	0	587.056
K04078: chaperonin_GroES	0	604.372	119.844	88.3263	1263.18	285.655	791.498	878.523	1412.01	1114.91	464.912	868.746	0	0	293.8636	929.006	533.1163	107.808	1051.29	0	0	0	0	1243.18	239.419	471.128	908.677	0	0	0	88.3044	1234.06	369.703	670.724	605.221	0	0	0	0	0	0	0	957.667	0	115.133	0	0	923.916	707.156	0	0	0	0	0	0	0	0	931.727	0	0	1103.09	1153.78	285.964	858.279	0	899.906	232.502	0	304.8451	0	0	0	627.327	1318.34	798.96	1110.88	1044.79	737.6573	0	910.474	330.186	0	1505.594	0	1218.9724	808.2192	0	515.1
K01916: NAD_synthase	1646.55	0	169.134	0	923.36	0	833.911	205.526	859.63	686.074	666.918	0	0	0	0	739.545	597.238	0	1003.51	0	0	0	0	388.806	0	795.767	776.553	0	490.147	0	0	1077.08	0	582.597	887.361	393.918	993.964	546.068	33.8199	0	0	0	545.601	0	0	302.029	178.803	1030.06	191.199	0	0	0	0	0	0	0	0	603.495	0	0	610.328	986.579	190.836	685.266	0	503.343	0	0	0	560.863	0	0	635.669	1128.42	539.766	918.901	925.773	1410.27	284.856	985.636	446.137	0	0	0	982.288	614.864	0	383.663
K03545: trigger_factor	0	0	81.6302	27.5993	707.363	364.613	606.455	552.094	955.151	858.839	613.676	0	0	138.202	161.194	402.872	382.299	0	735.533	0	0	0	0	791.028	0	736.713	654.948	0	926.775	0	142.955	789.341	0	212.156	653.924	0	316.53	662.082	107.429	0	0	0	349.981	0	179.204	0	450.131	834.454	358.065	0	0	0	0	0	0	0	0	865.599	303.88	0	661.87	909.508	212.182	690.932	0	670.74	0	0	213.4369	581.357	0	0	320.527	846.319	679.7151	766.656	725.418	761.835	0	794.222	149.966	690.542	0	0	814.668	659.978	0	397.189
K06967: tRNA_adenine22_N1_methyltransferase	0	620.612	58.9252	0	945.384	234.087	243.229	637.043	782.083	947.036	761.869	0	294.806	0	0	1070.14	529.677	0	835.997	0	0	0	0	789.668	0	508.884	766.626	0	0	0	0	739.36	302.961	353.34	496.778	0	0	245.323	0	0	0	0	663.985	0	265.297	0	0	933.847	496.905	0	0	0	0	0	0	0	258.854	879.429	0	0	549.943	967.905	232.019	1213.79	0	390.486	0	0	159.156	529.108	0	0	550.797	920.293	405.983	849.968	795.425	610.939	691.051	791.766	180.385	0	0	0	658.439	831.756	0	721.91
K07447: putative_holliday_junction_resolvase_EC_3_1_	0	446.659	194.3097	26.9523	788.595	737.074	510.044	792.078	786.079	663.84	942.55	0	0	42.2338	85.5044	622.904	150.495	0	1063.81	553.973	0	0	157.05	678.648	0	878.358	867.181	0	1604.61	0	309.388	760.22	0	0	893.838	0	1027.57	1280.06	0	0	303.242	0	923.254	0	0	0	292.676	1025.3334	708.942	0	0	0	0	0	0	0	0	546.727	182.477	0	580.48	1140.26916	0	1265.28	0	431.568	0	0	190.737	748.114	0	0	462.482	1116.13	686.649	1051.99	543.647	879.395	0	1147.92	0	0	0	0	1156.51	653.207	0	649.355
K03110: fused_signal_recognition_particle_receptor	0	817.715	86.2662	0	1047.35	0	554.947	525.1922	951.746	535.571	575.186	0	0	0	136.961	797.386	198.967	172.876	793.73	0	0	0	0	776.496	0	886.093	588.437	0	1142.22	0	0	846.352	166.325	0	454.55	734.437	418.045	511.363	0	0	0	0	613.05	0	0	301.692	208.372	1153.13	253.629	0	0	0	0	0	0	0	0	984.205	200.669	0	697.757	854.499	176.909	368.559	0	775.812	0	0	0	332.024	0	0	705.568	987.658	239.612	1015.99	690.984	701.95	189.693	776.608	0	0	0	0	688.104	815.723	0	897.502
K03978: GTP_binding_protein	909.948	423.965	134.181	50.509	664.509	333.154	643.824	252.234	919.968	980.241	379.553	0	0	105.744	144.588	346.889	158.72	0	838.861	0	0	0	41.5494	922.03	0	599.374	523.747	0	0	62.8116	195.779	1005.89	0	178.801	848.206	326.415	0	698.679	121.515	158.858	0	0	274.853	0	226.37	0	617.347	1001.24	412.2	0	0	0	0	0	0	0	0	658.766	0	0	772.955	924.095	211.336	833.093	0	645.495	238.408	0	0	516.439	502.453	0	752.544	943.175	962.659	629.587	847.877	1018.06	0	662.387	0	0	0	140.811	785.453	780.217	0	867.603
K10823: oligopeptide_transport_system_ATP_binding_protein	354.53	355.906	134.737	30.9512	862.145	0	846.855	379.881	1006.97	722.276	877.309	0	0	0	122.674	623.14	256.97	161.25	827.272	0	0	0	41.0227	857.599	0	553.268	637.155	0	0	0	176.095	695.942	371.934	257.312	897.857	469.357	714.679	637.826	146.867	59.8959	0	0	513.05	0	0	225.11	377.585	904.198	305.271	0	0	0	0	0	0	0	0	788.843	0	0	835.325	904.186	228.086	484.249	0	576.078	0	0	92.3015	495.481	133.475	0	451.128	905.907	457.923	865.259	1005.38	767.466	0	926.16	0	0	0	0	645.234	698.952	0	595.759
K01689: enolase	483.456	350.529	146.108	22.6067	985.794	0	849.257	681.276	998.03	914.641	230.554	0	0	57.304	288.996	863.189	393.683	0	877.249	0	0	0	25.8628	821.575	0	693.738	618.138	0	0	0	0	936.84	397.159	190.067	397.297	0	537.651	603.18	0	0	0	0	413.128	0	0	221.762	0	1042.87	347.506	0	0	0	0	0	0	0	0	1002.17	0	0	680.897	1020.76	486.731	1198.5	0	650.881	0	0	203.348	442.222	0	0	651.642	943.467	561.236	937.853	995.589	1076.13	0	1121.51	0	564.378	0	0	638.859	870.3624	0	744.494
K03648: uracil_DNA_glycosylase	1143.6	0	118.105	0	794.822	0	591.9	523.404	845.362	517.615	981.59	0	126.602	0	0	743.309	164.988	450.764	914.859	0	0	0	35.1433	874.966	0	828.099	959.613	0	1530.17	0	0	670.27	520.418	404.638	497.788	410.389	0	799.722	0	115.327	0	0	388.778	0	170.895	0	274.487	1083.28	426.792	0	0	0	0	0	0	0	133.449	758.496	0	0	570.608	932.757	239.133	741.376	0	468.204	0	0	113.914	454.452	0	0	346.273	1028.31	726.106	949.516	785.783	1101.36	0	794.222	348.593	525.663	0	0	686.61	602.5906	0	911.843
K03040: DNA_directed_RNA_polymerase_subunit_alpha	864.753	0	63.7827	155.1872	650.845	0	1028.44	718.554	1053.74	778.369	646.701	0	0	71.0665	179.716	735.798	427.994	309.866	841.989	0	0	0	223.708	834.111	84.872	714.9	387.566	0	0	0	177.666	1122.39	0	208.591	244.364	0	861.662	839.397	0	0	0	0	374.245	0	0	0	0	993.192	528.159	0	0	0	0	0	0	0	0	878.807	0	0	683.636	909.029	219.149	547.369	0	630.837	0	0	99.7002	646.67	0	0	650.402	1038.22	434.883	837.627	1039.7	913.799	0	1010.2	213.006	412.976	0	0	1064.52	759.064	0	338.497
K01934: 5_formyltetrahydrofolate_cyclo_ligase	0	1390.98	68.3561	0	943.904	500.309	808.489	315.747	719.718	572.468	396.964	0	0	0	247.329	540.824	238.356	0	1095.33	0	0	0	34.2301	456.901	0	945.955	806.794	0	1047.02	75.1332	122.503	933.137	0	556.471	471.891	272.327	180.831	698.998	31.1687	0	0	0	688.124	0	94.5024	0	0	1032.09	424.732	0	0	478.784	193.111	0	0	0	0	806.819	0	0	1541.63	959.399	393.965	637.733	334.255	941.8901	198.903	81.5325	0	430.863	0	0	0	760.168	0	660.839	811.246	580.249	0	378.595	0	1600.08	0	0	714.873	588.732	0	151.189
K15633: 2_3_bisphosphoglycerate_independent_phosphoglycerate_mutase	381.089	0	91.2439	53.3767	874.566	251.229	782.4	445.853	999.417	492.824	698.463	0	0	16.1233	0	568.955	438.809	0	776.927	220.303	0	0	0	701.683	0	709.082	665.722	0	0	0	137.163	1088.08	0	196.642	0	376.081	294.047	816.228	0	0	0	0	560.712	0	0	327.673	193.985	992.51	343.736	0	0	0	0	0	0	208.721	0	909.076	0	0	712.984	939.247	647.452	777.162	0	577.178	0	0	85.4108	607.823	0	0	551.757	1093.84	575.614	831.879	798.692	1085.57	0	1087.73	0	594.327	0	0	880.428	811.559	0	774.77
K03800: lipoate_protein_ligase	1055.1	632.297	99.7447	0	1097.52	165.621	1215.97	407.608	947.932	471.045	323.463	84.0876	0	0	0	705.433	110.466	0	802.409	0	0	0	0	469.824	81.3407	714.93	371.386	0	0	0	0	944.618	0	510.172	281.184	0	502.797	513.643	0	0	0	0	409.497	0	281.554	207.303	276.211	939.322	281.294	0	0	0	0	0	0	177.808	0	750.125	0	0	761.312	840.144	236.388	560.278	0	814.22	0	0	165.121	534.869	0	0	623.52	901.916	416.628	862.348	707.364	645.001	0	944.784	0	841.302	0	0	904.926	653.414	0	540.693
K19004: processive_1_2_diacylglycerol_beta_glycosyltransferase	598.792	0	109.854	0	629.028	197.385	729.226	389.213	950.539	1029.71	696.104	0	0	0	0	622.762	266.023	147.513	844.159	0	0	0	0	530.242	0	797.765	701.933	0	0	0	0	877.748	255.462	419.325	372.348	0	532.058	744.618	0	0	0	0	559.762	0	0	514.861	182.881	914.615	297.973	0	0	0	0	0	0	0	0	813.772	0	0	949.315	892.245	260.886	591.183	0	538.407	274.61	0	89.4687	849.912	0	0	350.911	945.424	459.376	869.592	787.739	961.146	0	780.934	0	884.696	0	0	581.163	719.67	0	513.27
K00611: ornithine_carbamoyltransferase	420.247	1018.57	117.803	29.9793	735.678	0	742.093	279.766	770.193	1105.02	360.738	0	0	0	189.03	305.949	263.992	265.033	614.734	0	0	0	157.113	439.078	0	741.758	608.226	0	652.092	0	162.815	866.79	0	0	313.587	0	440.616	572.935	0	0	0	0	419.174	0	125.077	0	205.361	829.089	167.312	0	0	0	0	0	0	0	0	764.508	0	0	574.427	883.238	292.92	766.613	0	426.695	0	0	83.7218	381.764	0	0	394.015	954.594	516.613	803.779	667.618	1040.28	0	948.247	170.8	496.721	0	0	702.357	531.507	0	817.628
K03743: nicotinamide_nucleotide_amidase	1413.84	376.568	59.59	18.7016	1052.82	0	1475.84	294.131	1071.38	1088.32	794.642	0	0	0	0	472.64	169.042	0	922.126	0	0	0	0	729.9425	109.028	769.926	1163.01	0	0	0	391.257	512.739	229.785	178.663	0	579.848	288.773	372.135	0	0	0	0	732.307	0	394.302	418.086	493.498	778.184	301.393	0	148.445	0	0	0	0	0	0	1193.38	0	0	633.462	975.026	281.564	727.436	0	760.666	0	0	160.952	401.366	0	0	612.542	1026.32	289.674	728.935	594.161	370.699	0	1005.75	136.815	0	0	0	570.726	969.873	0	644.204
K00526: ribonucleoside_diphosphate_reductase_beta_chain	301.458	0	77.8228	0	954.807	231.869	481.851	702.782	1034.2	373.271	565.28	0	0	0	129.78	645.244	504.989	0	782.772	0	0	0	0	501.539	0	705.185	543.544	0	0	0	0	752.328	0	111.109	374.859	540.841	323.253	971.161	0	0	0	0	632.091	0	93.8514	0	337.592	772.166	225.035	0	0	0	0	0	0	176.724	117.26	803.187	0	0	546.494	832.993	262.653	416.195	0	666.445	0	0	255.241	449.266	0	0	561.168	825.332	648.525	708.034	874.179	910.597	0	884.886	153.152	247.442	258.82	0	842.282	695.28	0	563.297
K00939: adenylate_kinase	0	0	98.2087	37.8817	962.238	409.652	1013.37	553.999	1176.67	717.451	0	0	0	125.055	256.944	588.537	582.4471	524.824	928.513	0	0	0	56.8626	792.327	294.582	559.747	700.992	0	594.54	0	0	586.129	0	196.3	248.557	0	1012.23	466.113	99.9576	0	0	0	573.373	0	0	549.533	0	817.595	132.526	0	0	0	0	0	0	0	0	732.028	0	0	455.56	1183.35	278.423	511.517	0	523.281	0	0	265.91	453.433	0	0	1028.15	1039.09	709.231	863.855	897.534	570.251	207.315	1082.57	85.2637	612.029	0	0	689.64	1037.21	0	827.994
K00161: pyruvate_dehydrogenase_E1_component_alpha_subunit	561.055	659.4	161.737	20.4759	828.442	248.717	1033.56	367.718	1104.96	1020.86	354.195	0	0	0	0	716.181	414.646	0	797.317	0	0	0	0	740.95	0	763.639	558.614	0	1263.31	0	0	459.837	321.853	166.855	878.112	0	538.698	792.776	0	0	0	0	304.669	0	0	0	0	881.878	440.008	0	0	0	0	0	0	0	0	704.341	0	0	665.534	809.776	294.466	560.452	0	787.714	0	0	225.471	441.753	0	0	507.192	852.941	420.286	932.937	851.681	745.791	0	887.436	0	0	202.435	0	732.501	760.523	0	665.538
K00600: glycine_hydroxymethyltransferase	673.457	513.741	144.524	23.4111	884.068	0	764.365	520.987	898.013	830.684	545.082	0	0	53.8059	145.212	557.243	371.838	313.769	798.736	0	0	0	37.8204	780.194	0	508.444	554.122	0	0	0	138.388	873.466	0	649.987	456.889	831.181	379.373	699.313	0	0	0	0	471.949	0	0	336.965	0	874.084	182.841	0	0	0	0	0	0	0	0	698.704	0	0	741.995	922.704	0	690.992	0	611.293	0	0	0	677.644	0	0	287.079	1011.32	564.564	969.598	837.417	805.429	190.684	911.679	0	804.148	350.485	0	807.068	885.741	0	506.885
K03536: ribonuclease_P_protein_component	0	0	93.1094	60.7306	631.432	554.83	1249.08	262.617	658.749	340.1	790.127	0	0	37.5411	274.546	492.334	462.578	0	1129.42	270.207	0	0	190.492	775.7485	0	790.293	519.247	0	0	0	56.9706	650.939	538.557	744.43	392.486	0	451.207	923.359	136.391	0	0	0	786.959	0	0	651.249	642.575	922.314	627.848	0	0	0	0	0	122.94	213.249	0	1047.73	0	0	539.883	971.043	0	530.422	0	1240.13	0	0	0	268.772	0	0	1479.56	1004.13	694.663	912.21	874.64	808.404	0	750.973	0	0	0	0	628.633	893.633	0	646.496
